User Name,Review Time,Rating,clean_text,Tipe,Kelas,Nama_Hotel,AI_Sentiment,AI_Aspek
Tracy Adikarta,2025,5,hotelnya oke punya 2 kolam renang ruang pertemuan restoran spa dan pusat kebugaran kamarnya besar pelayanannya bagus,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Fasilitas Hotel (Kolam/Gym/Spa)
岩本桂太郎,2025,4,Hotel ini terletak dekat jalan yang ramai dan pengalamannya bisa jadi menyedihkan jadi awalnya saya akan memberikan nilai 3 bintang namun staf restoran di ruang sarapan bersedia bernegosiasi dengan resepsionis meskipun itu bukan tugasnya untuk memindahkan kami ke kamar yang jauh lebih tenang dari yang awalnya kami mendapatkan kami tidak akan pernah melupakan kebaikannya yang selalu tersenyum dan berbicara dengan kami ia dan sebagian besar staf hotel sangat ramah dan membuat masa inap kami sangat nyaman dan hangat saya sangat menghargai keramahan semua orang sarapan prasmanannya cukup baik tetapi banyak hidanganannya terlalu manis dan metode memasaknya perlu ditingkatkan,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Pelayanan Staf & Keramahan
Lalit Kothawade,2025,5,lokasi terbaik semua stafnya ramah makanannya terbaik harga sepadan ini benar benar properti bintang 5 pasti akan kembali lagi tersedia makanan india yang lezat,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Pelayanan Staf & Keramahan
Navnit Mistry,2025,5,kami menginap di sini selama 5 hari sangat menikmati keramahan dan sambutan yang kami terima dari staf staf restoran terutama yuni adi lia adi dian apriani dan apriadi sangat baik dalam melayani kami kami merekomendasikan tempat ini karena layanannya yang luar biasa kebersihannya dan tamannya yang asri navnit,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Pelayanan Staf & Keramahan
vincent efferin,2025,5,kolam renangnya bagus pelayanannya luar biasa kami datang ke sini setiap minggu untuk berenang mereka punya paket khusus untuk berenang dengan pizza gratis,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Fasilitas Hotel (Kolam/Gym/Spa)
Angeline Howarda,2025,2,bukan pengalaman terbaik saya untuk hotel ac rusak 2 kali dalam semalam pembersih udara tidak dibersihkan setiap hari sehingga udara penuh limbah juga kotor karena noda saus tomat di pegangannya meskipun demikian karyawan tersebut cepat menangani keluhan namun cukup kecewa dengan pengalaman ini karena kami perlu membuat beberapa permintaan panggilan telepon untuk hal hal dasar juga mendapat informasi bahwa kamar saya 358 sedang dalam pemeliharaan sebelumnya rasanya ruangannya belum siap semoga Anda bisa berkembang lebih baik,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",negative,Infrastruktur (AC/WiFi/Parkir/Air)
Роман Мороз,2025,5,hotelnya bagus stafnya sangat perhatian responsif ramah keren dan sarapannya lezat saya beri nilai 5,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Pelayanan Staf & Keramahan
Sarah Wong,2024,5,stafnya sangat ramah dan sangat baik kamarnya nyaman dan bersih tapi mungkin ada serangga di balkon satu satunya kekurangannya adalah jalan utama agak bising tapi akan jauh lebih baik jika Anda menutup pintu balkon sarapan prasmanannya sangat lezat,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Kebersihan & Kenyamanan Kamar
Vittorio Bernasconi,2024,5,hotel yang luar biasa untuk menginap semalam sebelum penerbangan sore kamar kamarnya indah modern tertata apik dan bersih pelayanannya sopan cepat ramah dan sempurna pujian yang luar biasa untuk semua staf sarapannya luar biasa dengan beragam pilihan untuk semua selera kecuali kopi yang bagi kami orang italia terasa seperti masakan piring biasa lokasinya tidak bagus bukan di pantai melainkan di jalan yang ramai lokasinya sangat dekat dengan taman dan pusat perbelanjaan bagi mereka yang menyukai hal seperti itu namun pemandangannya indah,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Kebersihan & Kenyamanan Kamar
N Berry,2025,2,ada alasan mengapa hotel ini jarang muncul dalam berbagai pencarian sungguh mengecewakan dan sepertinya tidak banyak pengguna yang akan memberikan ulasan seprai dan seprai usang dan robek saya tidak tahu apakah itu noda udara atau jamur di pintu dan dinding kamar mandi dan toilet tetapi noda cipatan itu tetap tidak dibersihkan saat saya mandi udara merembes ke seprai kamarnya lembap saya merasa itu bukan kesalahan staf melainkan terlalu bobrok dan di luar batas standar hotel untuk menyambut tamu setiap kali saya makan sesuatu di kamar saya seperti akan berkerumun dan saya hampir menangis karena saya ingin pergi makanannya biasanya enak saya menikmati makanannya di India dan makanan cina,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",negative,Pelayanan Staf & Keramahan
Stefany Aldila,2024,5,menghabiskan seminggu di hotel ini dan mendapatkan keramahan terbaik dari stafnya sarapannya enak lezat dan menuunya selalu lengkap karena beragam sarapan sendirian dengan 3 anak memang melelahkan tapi setiap hari berjalan lancar berkat bantuan staf terima kasih satu lagi kekhawatiran saya adalah lantai kamar mandi yang agak licin untuk anak anak meskipun begitu semuanya sangat baik,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Pelayanan Staf & Keramahan
Prajna Paramitha,2025,5,makanan dan pelayanannya sungguh luar biasa terima kasih khusus kepada bapak andrew yang telah mengakomodasi permintaan kami gus yoga yang telah menyelenggarakan acara kami dengan sempurna arnawa yang telah menyiapkan makanan dan memastikan pelayanan yang luar biasa dan pak budi yang telah memberikan sambutan yang hangat,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Pelayanan Staf & Keramahan
Braulio Retamal,2025,5,kami menginap di hotel selama lima hari lokasinya sangat strategis tempatnya tenang dan nyaman sehingga kami bisa beristirahat dengan sangat nyaman yang paling saya hargai adalah perhatian stafnya mereka membuat kami merasa sangat diterima dan nyaman selalu memperhatikan detail terkecil sekalipun semua staf hotel selalu ramah menyambut kami dengan senyum yang menawan terima kasih khusus kepada lia yuli dan yuni mereka membuat kami merasa seperti di rumah sendiri koktail wira nya terbaik terima kasih semuanya,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Pelayanan Staf & Keramahan
Varun Khanna,2025,5,Pelayanan yang luar biasa dari budi dan seluruh tim di restoran stafnya super terima kasih,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Pelayanan Staf & Keramahan
Zsolt Zsemba,2025,5,Tempat favorit saya saat ini membutuhkan liburan kamar kamarnya umumnya dalam kondisi baik namun belakangan ini beberapa bagian hotel tampak kurang terawat semoga mereka memperbaikinya,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Harga & Value for Money
Stella Margaret Immanuella,2025,5,kamarnya luas dengan balkon yang menghadap teluk dan pemandangan pesawat yang mendarat di bandara ngurah rai dekat dengan gwk jadi kita bisa melihat patung dari restoran sarapannya cukup beragam dan rasanya cukup enak namun selama 3 malam saya menginap ada beberapa rombongan perusahaan yang menginap mungkin untuk rapat di luar kantor saat sarapan suasananya ramai beberapa makanan habis dan tidak segera diisi ulang sehingga menyebabkan kepadatan saya akhirnya duduk di luar di daerah merokok di mana anginnya sangat kencang yang cukup mengganggu saran saya jika ada rombongan perusahaan yang menginap waktu sarapan mereka sebaiknya berbeda atau setidaknya ruang makan dibagi menjadi dua antara tamu umum dan bagian tamu perusahaan,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Kualitas Makanan & Restoran
Jason Challinor,2024,2,pasangan saya dan saya menginap di sini bulan juni lalu untuk merayakan ulang tahunnya satu hal yang lain yang menyenangkan selama menginap adalah kamarnya sendiri yang kami pesan suite pelayanan di tempat ini buruk berkali-kali kami diabaikan oleh staf di restoran dan resepsiis kebetulan sedang ada konferensi di sana dan tamu tamu ini diperlakukan dengan prioritas sementara yang lain diabaikan bar kolam renang tidak dibuka selama kami menginap dan makanan di restoran berkualitas buruk akhirnya kami mempersingkat masa menginap kami dan pindah ke hotel yang lebih terjangkau saya tidak merekomendasikan menginap di tempat ini selain satu objek wisata cukup jauh dari tempat menarik yang layak dikunjungi wisatawan,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",negative,Kualitas Makanan & Restoran
Aditya Erlangga,2025,4,kami menginap di sini selama 1 malam dan secara keseluruhan kami puas dengan kamar staf dan sarapannya namun ketika kami tiba sekitar pukul 15.00 waktu cek masuk tidak ada bellboy yang memberbaakan barang bawaan kami jadi kami harus membawa barang bawaan kami ke kamar saya rasa untuk hotel bintang 4 keberadaan bellboy di lobi adalah suatu keharusan saya harap pihak manajemen akan membaca ini dan menyelesaikan masalah ini nanti sarapan mereka enak dan staf di restoran sangat sopan dan membantu,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Pelayanan Staf & Keramahan
Harsh Sharma,2025,5,tempatnya luar biasa dan pelayanannya sangat baik staf hotel bekerja keras untuk membuat masa inap kami yang terbaik di bali terima kasih khusus kepada pria ramah bernama agus dari f b yang memastikan kami mendapatkan semua yang dibutuhkan untuk sarapan dan juga menyediakan pilihan pengalamannya vegetarian sungguh luar biasa prasmanan mereka juga menyediakan banyak pilihan vegetarian jadi ini nilai tambah,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Pelayanan Staf & Keramahan
Elle Baule,2024,5,senang sekali bisa menginap lagi di empat poin ungasan untuk merayakan ulang tahun saya dan sungguh luar biasa semua orang sangat ramah dan memberikan keramahan yang hangat membuat kunjungan ulang tahun saya tidak terlupakan devi manajer jaga selalu memperhatikan saya dan memberikan yang terbaik untuk pengalaman menginap yang istimewa ini kamarnya besar rapi bersih dan memiliki semua yang saya butuhkan layanan kamar dan sarapan prasmanan menawarkan berbagai makanan dan rasanya lezat semua orang di hotel sangat ramah dan sopan tetapi tim sarapannya sangat luar biasa dan sangat ramah pemandangan dari presiden suite jelas merupakan sesuatu yang hanya bisa Anda temukan di empat poin ungasan Anda dapat melihat matahari terbit dari timur,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Kebersihan & Kenyamanan Kamar
Flo Yeow,2025,4,dengan harga per malam yang ditawarkan anda sungguh tidak bisa dan tidak seharusnya mengeluh semuanya di sini berfungsi sebagai hotel terutama jika anda langsung mengunjungi ungasan atau berniat melakukan perjalanan sehari ke uluwatu atau nusa dua jika tidak anda sebaiknya mempertimbangkan untuk menginap lebih dekat dengan lokasi aktivitas anda di bali pelayanannya seperti yang anda harapkan dari hotel marriott ramah dan mudah didekati keramahannya luar biasa meskipun demikian sebagai hotel bintang 4 tentu saja ada kekurangan dalam hal pengalaman misalnya kamarnya besar dan nyaman untuk namun karena lokasinya cukup dekat dengan jalan raya anda akan mendengar sedikit kebisingan jika kamar anda menghadap ke jalan raya ada,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Harga & Value for Money
Lisa Harings,2023,3,Hotel ini dirancang dengan baik sarapan pagi prasmanannya luar biasa dibandingkan dengan hotel lain di Bali staf di sarapan pagi prasmanan luar biasa dan sangat ramah saya mendapatkan pengalaman yang luar biasa bersama mereka staf di restoran pada sore hari ramah tetapi kurang terorganisir pelayan hampir tidak bisa berbahasa inggris membawakan menu lalu menghilang saya harus berjalan ke dapur dan bertanya apakah saya bisa memesan makanan menginap beberapa malam tidak mendapatkan tangan bersih meletakkan satu tangan di lantai mereka mengambilnya tetapi tidak menggantinya saya menelepon resepsionis untuk mendapatkan tangan bersih mereka bilang akan mengirim seseorang setelah hampir satu jam seseorang datang dan mencoba memberi saya satu waslap,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",negative,Pelayanan Staf & Keramahan
Karim Kahale,2025,1,sangat kecewa pada malam pertama kami makan di restoran makanan pembuka kami tidak pernah datang kami harus bertanya setelah hidangan utama datang dan ternyata mereka lupa menyiapkannya kamarnya agak ketinggalan jaman terlihat dari kurangnya perawatan kecoa ditemukan pada malam kedua sedang asyik berkeliaran di dekat tempat tidur kami menjijikkan kami terus membersihkan kamar dan lupa meletakkan tangan di kamar mandi suatu malam kami hanya mendapatkan tangan kecil meskipun kami sudah meminta resepsionis untuk menyediakan tangan ukuran penuh beberapa botol udara yang diterima tidak dapat dibuka sekali saja tutupnya tidak disegel dengan benar botol itu tidak pernah diganti telepon hampir tidak berguna bayangkan saya,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",negative,Kualitas Makanan & Restoran
LOKO LU,2025,5,Lokasinya bagus sangat dekat dengan gwk dan beberapa pantai yuni meninggalkan kesan mendalam dengan pelayanannya yang sangat baik dan ramah kami senang tinggal di sini dan akan kembali lagi ke bali nanti,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Pelayanan Staf & Keramahan
Made Deva Maha Yasa,2025,5,kami senang menginap di hotel empat poin selama 3 malam proses cek masuk lancar dan efisien kami juga sesekali menikmati layanan kamar yang berupa tom yum dan nasi goreng kambing yang lezat kebersihan kamar kami luar biasa dan kami ingin mengucapkan terima kasih kepada muli atas standar yang tinggi kami berharap dapat kembali,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Kebersihan & Kenyamanan Kamar
julie rosa,2025,5,Saya menginap di sini selama 7 hari bersama suami dan anak laki laki saya yang berusia 4 tahun kami menikmati masa inap yang menyenangkan di empat poin hotel kamarnya bagus dan bersih kolam renangnya luar biasa dan fasilitasnya bagus stafnya sangat ramah dan membantu kami mendapatkan suguhan istimewa setiap hari terima kasih khusus kepada budi adi lia dan alfian semoga bisa kembali lagi suatu hari nanti,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Kebersihan & Kenyamanan Kamar
Neil Ong,2024,5,menginap selama seminggu di empat poin ungasan secara keseluruhan pengalaman menginapnya sangat menyenangkan terima kasih lokasinya memang tidak dekat dengan sebagian besar objek wisata kecuali gwk tapi sungguh ironis juga hanya 30 menit ke tujuan mana pun di bali selatan hotel ini lebih seperti hotel bisnis ada beberapa restoran dan spa yang bagus di daerah ini jika Anda tidak keberatan berjalan kaki sebentar atau berkendara singkat saya merasa menginap di sini sangat berharga terutama jika Anda memiliki poin marriott 5k 8k poin per malam kamarnya cukup luas dan lengkap dengan fasilitas pusat kebugaran kuno kolam renang dll kamarinya agak lumayan tapi masih bisa diterima sisanya bagus,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Fasilitas Hotel (Kolam/Gym/Spa)
manvitha dubasi,2025,5,lokasi dan stafnya sangat ramah dan baik kami tinggal selama 6 hari dan kami bersenang senang di sana stafnya terutama novi dan agus sangat baik dan membantu kami terima kasih banyak atas keramahan mereka dan memberi kami waktu terbaik di bali ungasan,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Pelayanan Staf & Keramahan
Jihye Lee,2025,5,Hotel ini memiliki pemandangan yang menakjubkan dari lantai atas Anda bisa melihat Lautan di kejauhan dan patung Garuda Wisnu Kencana yang besar daerah sarapannya nyaman dan orang orang yang bekerja di sana sangat ramah ada seorang pekerja bernama arnawa yang sangat ramah keramahan arnawa membuat saya senang,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Kebersihan & Kenyamanan Kamar
Ng David,2025,5,Liburanannya menyenangkan yuri sangat membantu dan selalu ceria terima kasih pak budi atas banyak rekomendasi ada penjahit bernama ayu penjahit yang bisa menjahit gaun kami juga menikmati demonstrasi jamunya,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Pelayanan Staf & Keramahan
Deen Hameed,2025,5,cukup sentral sebenarnya karena letaknya tepat di sebelah pura garuda wisnu hotel ini pada dasarnya berada di pusat geografis bali tidak semewah hotel lain di bali namun tetap tertata apik kolam renang selalu hangat sarapan prasmanan berlimpah dan ada toko toko yang bisa dijangkau dengan berjalan kaki jika anda ingin mencoba jajanan kaki lima,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Fasilitas Hotel (Kolam/Gym/Spa)
Ricarda Unselt,2025,5,kami menginap di sini selama 7 malam dan sangat senang dengan hotel ini orang oranglah yang membuat pengalaman ini benar benar istimewa dan staf di sini sangat ramah dan membantu terima kasih khusus kepada staf restoran mega resta dan julia sarapannya sangat enak dan tidak ada yang kurang kami sangat menikmati kopi khususnya kamar kamarnya modern dan luas dengan tempat tidur yang nyaman ada dua kolam renang meskipun yang di bawah taman lebih bagus ada juga pusat kebugaran kecil yang saya nikmati penggunaannya kami pasti akan kembali terima kasih banyak kepada seluruh tim,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Pelayanan Staf & Keramahan
Lucas Berwanger,2023,3,stafnya ramah ada air terjun yang cukup mengesankan di lobi kompleks hotelnya agak kuno hanya kamar kamarnya yang tampaknya baru saja direnovasi kebersihannya bisa sedikit lebih baik tidak seperti hotel lain liftnya bahkan tidak ber ac,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Kebersihan & Kenyamanan Kamar
Paulo Roberto,2025,5,Saya datang hanya untuk sarapan dan menghabiskan waktu pelayanannya luar biasa semua pekerjaannya sangat ramah dan siap membantu segala kebutuhan terima kasih khusus kepada ratna yang bekerja di restoran dan menyambut anda dengan senyum lebar dan sambutan hangat makanannya luar biasa,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Pelayanan Staf & Keramahan
hema damani,2025,5,tempat menginap terbaik di uluwatu kamarnya nyaman dan pelayanannya luar biasa makanan di ruang makannya lezat dan stafnya sangat membantu ramah dan menyenangkan kami vegetarian dan lia membantu kami memilih makanan manajer yang bertanggung jawab agus sangat sopan dan membantu anggota Golden Lotus Circle,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Kebersihan & Kenyamanan Kamar
Jesse H,2025,5,hotelnya bagus stafnya sangat bersih dan ramah terima kasih khususnya kepada Amelia dan lia atas layanan sarapannya yang luar biasa setiap hari,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Pelayanan Staf & Keramahan
ILLONA,2024,5,kamar yang indah bersih rapi perabotan kamar mandi terawat dengan baik papan setrika setrika pengering rambut tersedia banyak colokan listrik dan pengocok selalu menyenangkan lalu lintas di depan pintu masuk hotel relatif sepi dan padat,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Kebersihan & Kenyamanan Kamar
Tonny Yu,2024,5,kami datang untuk merayakan ulang tahun pernikahan kami dan tinggal selama lebih dari 20 hari manajer jaga devi memberi kami kamar yang indah dan menyambut kami jauh melampaui harapan kami dia dan staf lainnya bahkan mendekorasi kamar kami untuk merayakan ulang tahun pernikahan mereka sangat banyak semua orang di hotel ramah baik akomodatif dan membantu terutama staf sarapan selama kami menginap lama seorang wanita bernama mega memperlakukan kami seperti keluarga saya telah menginap di ratusan hotel dan ini adalah salah satu hotel favorit saya dan yang paling berharga dari semuanya,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Pelayanan Staf & Keramahan
Charlie Chan,2024,4,kamarnya biasa saja tapi mereka perlu memperbaiki fasilitas di kamar karena keran mandi tidak berfungsi saat cek masuk mereka mengatur agar kami menginap di kamar dekat lift dan sangat berisik namun mereka berhasil memesankan kamar lain untuk kami kami yakin kami bukan orang pertama yang mengeluhkan kebisingan di kamar yang sama sarapannya lezat dan para pelayannya ramah,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Kebersihan & Kenyamanan Kamar
Sophie Challinor,2024,3,kamarnya menyenangkan dan bersih tapi selain itu tempat ini sebenarnya tidak memiliki daya tarik apa pun sebagian besar layanan di lokasi ini buruk kecuali beberapa staf tertentu yang berusaha keras membantu makanan di restoran kurang memuaskan dan bar kolam renang tidak dibuka selama kami menginap saya tidak akan merekomendasikan menginap di lokasi ini yang selain satu atraksi cukup jauh dari tempat tempat yang layak dijelajahi sebagai turis,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",negative,Kebersihan & Kenyamanan Kamar
Douglas Corley,2024,3,pengalaman menginap yang sangat menyenangkan stafnya sangat kompeten dan bisa diandalkan area tempat duduk barnya juga nyaman satu lagi kekurangannya adalah masalah dengan fi yang tidak stabil yang menurut pengalaman saya tidak pernah teratasi dan makanannya pun biasa saja pemandangan dan suasananya sangat sepadan jika anda tidak menginginkan pemandangan tepi laut,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Pelayanan Staf & Keramahan
Maxwell Meyer,2024,5,Saya menikmati masa inap yang menyenangkan staf Anda luar biasa hotel mana pun pasti akan sangat beruntung memilikinya saya sangat terkesan dengan keramahan dan senyum ramah untuk staf resepsionis housekeeping dan restoran ibu ayu dari resepsionis patut mendapatkan penghargaan khusus karena telah membantu saya dengan tugas rumit yang membutuhkan pengetahuan lokal dia bekerja keras untuk membuat masa inap saya luar biasa terima kasih untuk semua,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Pelayanan Staf & Keramahan
dian ratnasari,2025,4,Entahlah mungkin mereka kehabisan toilet tapi mereka tidak mengisi ulang toilet di kamar kami dan kami malah mendapatkan tisu ini,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",negative,Kebersihan & Kenyamanan Kamar
Sinta Siahaan,2025,5,kamarnya sangat bagus pemandangannya indah beruntung saya punya kolam renang di depan kamar saya di lantai 5 restoran evolusi nya bagus zara melayani kami dengan sangat baik dan sangat ramah,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Pelayanan Staf & Keramahan
Robert Wren,2023,5,ini seperti rumah kedua bagi kami kami sangat menyukai orang orang yang bekerja di sini mereka selalu berusaha keras untuk membuat kunjungan kami khusus untuk ulang tahun pernikahan kami mereka menghias tempat tidur dengan bunga dan tangan bergambar angsa kami hanya menyebutkan akaranya tanpa permintaan apa pun jadi itu kejutan yang menyenangkan hotel ini memiliki pemandangan bali yang menakjubkan dan kamar kamarnya sangat nyaman dengan ac yang kuat sangat direkomendasikan,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Kebersihan & Kenyamanan Kamar
Min,2025,3,Tidak mewah tapi memenuhi semua kebutuhan dasar wifi bagus ac dan udara panas mungkin perlu segera direnovasi fasilitasnya agak ketinggalan zaman dan semua perlengkapan kamar mandinya kurang gym nya sangat kecil namun pelayanannya sangat baik,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Infrastruktur (AC/WiFi/Parkir/Air)
Ahmed J Alhajeri,2025,4,hotelnya bagus sarapannya enak dan banyak pilihan kamarnya bagus tapi kamar mandinya perlu dibersihkan lebih lanjut mereka membantu kami dengan mengizinkannya kami cek keluar terlambat dan kami sangat menghargainya,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Kebersihan & Kenyamanan Kamar
James Carrier,2024,5,Sebagai anggota setia program Marriott Bonvoy kami telah menjelajahi banyak properti mereka di seluruh dunia namun berbagai pengalaman kami di empat poin ungasan bali memiliki tempat istimewa di hati kami dan untuk alasan yang baik inilah tempat berharga di mana kami mencapai status titanium elite selama tiga minggu menginap hotel ini secara konsisten memukau kami dengan peningkatan kamar yang fantastis baik itu adalah deluxe bay view kamar dengan akses kolam renang maupun suite mewah kami selalu disambut dengan kejutan menyenangkan yang secara signifikan meningkatkan pengalaman kami keramahan tim di empat poin ungasan tak tertandingi setiap staf yang kami temui mulai dari resepsi hingga petugas,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Fasilitas Hotel (Kolam/Gym/Spa)
Mika Koivisto,2023,4,rasio harga kualitas sangat baik di sini kamar modern dan dalam kondisi baik pusat kebugaran di hotel cukup untuk berolahraga dan pemandangan dari kamar yang tinggi sangat indah sarapannya biasa saja tetapi cukup mengenyangkan untuk memperbaiki kamar belum siap pukul 15.00 tetapi kami harus menunggu sekitar 45 menit di lobi bukan awal yang baik untuk klien setia marriott selain itu tidak ada faktur yang dikirim setelah menginap melalui email dan tidak ada poin marriott bonvoy yang ditambahkan ke akun kami mungkin akan menginap lagi jika mencari tempat yang tenang untuk bermalam saat menghabiskan waktu berhari hari di klub pantai dll,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",negative,Fasilitas Hotel (Kolam/Gym/Spa)
Kelvin H,2023,4,menginap di sana untuk sebuah acara secara keseluruhan lumayan tarifnya cukup terjangkau pelayanannya bagus pemandangan indah teluk jimbaran dan juga patung gwk fasilitas dan kemudahannya lumayan kamarnya sendiri luas dengan desain bersih modern dan sedikit sentuhan bali pencahayaannya bagus kamar saya memiliki akses ke taman dan memiliki area teras dengan kursi santai kamar mandinya luas dengan pancuran terpisah area toilet ballroom dan ruang pertemuan lumayan tapi karpetnya perlu dibersihkan secara menyeluruh dan pencahayaannya perlu ditingkatkan redup perlengkapan kayu jalan setapak dan beberapa area hotel lainnya perlu diperbaiki perlu ditingkatkan pilihannya cukup terbatas,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Kebersihan & Kenyamanan Kamar
T A,2024,5,pemandangan dari kamar kami alam sekitar dan kolam renang semuanya luar biasa karena dekat dengan jalan utama kebisingan lalu lintas agak mengganggu tetapi selebihnya sempurna tidak perlu reservasi untuk sarapan kami langsung pergi ke restoran dan memeriksa nomor kamar kami semua menu prasmanan benar benar lezat dan stafnya cukup baik hati menyediakan puncak dan berkomunikasi secara aktif dengan kami membuat pengalaman menginap yang menyenangkan saya marriott bonvoy emas elit bukan platinum tetapi saya menerima sarapan gratis sebagai hadiah dari hotel pengalaman akan menginap yang luar biasa dan saya merekomendasikan hotel ini kepada semua orang,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Fasilitas Hotel (Kolam/Gym/Spa)
Sophia Jennings,2025,5,apriadi dan dian melayani makan malam kami dengan sangat baik mereka mengobrol dengan ramah dan membuat kami tertawa sepanjang malam restoran yang indah ini sangat merekomendasikan makanannya benar benar lezat,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Pelayanan Staf & Keramahan
Romario Kusno,2024,5,saya punya pengalaman menginap yang sangat menyenangkan di sini mulai dari layanannya tim reservasi sangat membantu dan saya bisa menghubungi whatsapp untuk semua yang saya butuhkan responnya sangat cepat cukup chat jika ada yang dibutuhkan kamarnya juga berkualitas sangat baik pemandangan dari balkonnya luar biasa rasa sarapannya juga enak mereka juga sangat fleksibel saya ingin mengganti sarapan saya dengan makan malam sangat membantu pasti akan menginap di sini lagi,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Pelayanan Staf & Keramahan
P S Thakur,2025,5,Keramahan di hotel ini luar biasa stafnya sangat sopan dan membantu layanan yang diberikan oleh staf hotel patut dipuji terutama ibu lia dan bapak budi kami meninggalkan hotel dengan senang hati dan kenangan yang tak terlupakan,KOMPETITOR,Bintang 4,"FourPointsbySheratonBali,Ungasan",positive,Pelayanan Staf & Keramahan
