User Name,Review Time,Rating,clean_text,Tipe,Kelas,Nama_Hotel,AI_Sentiment,AI_Aspek
Rahmat Zaki,2023,5,bersih fasilitas lengkap pusat kota ada es krim saat sarapan,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kualitas Makanan & Restoran
Roedy Rustam,2019,4,untuk tempat tidur kembar nya cukup besar dan kamar yang luasa toiletnya jg lowong,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
teguh puji handoko,2019,4,hotel baru dis sekitar jalan sabang masih kinclong segar bersih kenyamanan strategis mudah di akses dekatbdengan kuliner sarinah plaza,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
andhika vega praputra,2020,5,lumayan oke unik outfit crewnya bertema casual kamarnya bertema sejarah budaya lokal jakarta,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Pelayanan Staf & Keramahan
Rossy Intan,2024,5,jarak dekat dari sarinah bagi yang kemalaman di perjalanan tapi harga termasuk mahal sih nurut saya,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Harga & Value for Money
Susanto Prayogo,2023,5,Tempat bagus hanya jika mau ke besmen parkir sedikit sempit jika tidak hati hati bisa mobil masuk tembok,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Infrastruktur (AC/WiFi/Parkir/Air)
Malik Hermawan,2021,5,pengalaman bagus apalagi deket banget sama stasiun gondangdia jalan sabang bisa jalan kaki tempat bagus masuk lokasi strategis,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Andri Ruchban Hadju,2019,5,tempat nya nyaman enak buat kerja dan keluarga sarapan pagi nya enak2 deh tidak nyesel pokoknya,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kualitas Makanan & Restoran
Syavira M Anggraini,2024,5,Staff nya ramah2 setiap ruangan bersih dan wangi makanannya enak2,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Rini Fitriani,2022,1,kecewa dengan pelayanan di resepsi ini kami ditagih 2x gimana dengan sistem keangannya ya kami minta uang kembali tetapi terkesan seperti kami yang melakukan kesalahan,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,negative,Harga & Value for Money
Wono Mulyanto,2025,5,oke dech,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Harga & Value for Money
Erwin Syamsi,2021,3,Hotelnya lumayan bagus untuk bertemu cukuplah lokasi strategis,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
wmar syahren,2019,4,lokasi yang strategis suasana yang nyaman eksekutif ditunjang sarana dan prasarana yang modern sangat cocok untuk bisnis maupun keluarga,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
M4NT3P M4N,2018,5,konsep hotel modern tempat yang baik n 1 lagi harus cobain restonya wedew eunak penyewa dianjurkan deh,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kualitas Makanan & Restoran
Ihsan Ndaru,2025,2,Hotel bintang 4 tapi belum ada TV pintar,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,negative,Harga & Value for Money
ratih amerta,2019,5,bersih hotelnya keren barang 2 milik tamu yang berantakan selalu di rapihkan,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Luthfi Farhan,2025,5,nyaman dan bersih,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Rifa salwa,2020,4,biasa saja sewa 2 hari di sini hampir 356 mahal jadi banyak hotel lebih murah dengan fasilitas yang lebih baik,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,negative,Harga & Value for Money
Izza Alhadid,2024,5,view nya bagus makanan nya variatif dan enak kamarnya juga nyaman,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Dinda Maharani,2023,5,tempat pertemuan paling enak ada mesin kopinya yang tidak cuma kopi item doang,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Yusuf Ariansyah,2023,5,hotel yang cukup nyaman berada di lokasi yang strategis,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
You_go channel,2024,5,tempat nyaman pelayanan bagus menu makanan melimpah,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kualitas Makanan & Restoran
M.Hashfi Shidqi,2022,5,hotel pusat kota jakarta tempat yang strategis dan memiliki pemandangan bagus dari kamar,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Andhika Febrianto,2023,5,Hotel Yang sangat Nyamaan Kasur single nya cukup besar nih,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Hartyas Tuti,2023,5,Hotel yang bersih makanan enak internet oke staf ramah cocok buat karantina,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Irfan Bakhtiar,2023,4,hanya bertemu di sini cukup oke kelas tengah hotel di jantung kota jakarta,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Dimas Wibisono,2025,4,lokasi sangat strategis rasa makanan cenderung enak,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kualitas Makanan & Restoran
toni suryadi,2025,5,Suka suasana hotelnya makanannya juga pelayanannya kopinya juga,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kualitas Makanan & Restoran
Bhakti Dwi Yoga,2020,4,Modern minimalis pegawainya segar dan cekatan untuk pertemuan agar disediakan roll kabel yang memadai,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Pelayanan Staf & Keramahan
Rida Agustina,2021,5,ramah bersih nyaman makanan enak snacknya royal komplit dari buah sampai kecil enak2an enak2,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Budi Haryanto,2020,5,Salah satu hotel di kawasan jakarta yang cocok untuk agenda kegiatan2 pertemuan dan berbagai pertemuan lainnya,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Harga & Value for Money
Fandhi Rahmat,2020,4,nyaman desain kamar sangat nyaman cari makan mudah ada bar dan bilar,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
IB Teddy,2022,5,fasilitas kamar sarapan bagus enak lisa ramah dan baik dan akrab,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Agung Tri,2022,5,menyenangkan karena lokasinya di pusat kota hanya saja harganya membuat saya kurang sesuai dengan fasilitas yang ada,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Muammar Mastura,2023,4,kamarnya bagus tidur nyenyak sarapannya mantap,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Herning Christianto,2022,5,Pelayanan baik asiknya lagi ada setrika di kamar tidak deg2an lagi kalau di hotel,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Alfiah Masyitoh,2020,4,banyk makanan saat sarapan nyamanm pngamanan ketat tertata ramah,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Emas Indonesia,2020,5,Ruang pertemuan baru keren kopinya dibuat dengan pembuat kopi jadi keren banget mantul,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Kurnia Angga,2020,5,hotelnya ternyata bagus kunciannya baik saya disini karena ada bimbingan belajar,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Yetti Rochadiningsih,2021,5,hotelnya bagus dan posisi sangat strategis nuansa ala2 anak milenial,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Chaeruddin A. Enre,2025,5,Pelayanan mantapp n di lobi bisa maen bilyard serta sarapan mantap,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kualitas Makanan & Restoran
E. Mulyana,2019,5,Pelayanan bagus respon cepat ruangan nyaman dan bersih dan kedap suara acara seperti diakusi cocok jika disini,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
didin satu,2024,5,pelatihan terkait pemutakhiran ikk di sini menu makanannya sangat bervariasi,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kualitas Makanan & Restoran
Ridwan Juraganmobil,2019,5,3 4 okt nginep dsni nyaman mungkin salah satu hotel trnyaman ad guling nya unik,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Yanto Sudaryanto,2021,4,hotel yang memiliki lokasi strategis dekat pusat bisnis thamrin dan hotel bintang lima jakarta,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Guslan Guslan,2022,4,Saya hanya antar tamu saya baru tahu ternyata ada hotel bagus pengecekan sekuriti ketat,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Harga & Value for Money
Reni Octavia,2020,5,bagus panas pelayanannya makananya jga enak bersih jga sopan semuanya,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
dian firmansyah,2022,5,akomodasi yang ramah keluarga kamar luas bersih pelayanan ramah fasilitas lengkap makanan enak dan lokasi strategis,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Iza Ahmad,2023,5,hotelnya bersih nyaman desainnya jg bagus,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
MOH N.A.K,2020,5,hotel di lokasi kota metropolitan jakarta pelayanan bagus keamanan nya berstandar baik sambutan dan pelayanannya baik,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Pelayanan Staf & Keramahan
agya kumala,2025,4,lokasi deket perkantoran dekat tempat jajan menang menang,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
I Made Windiartha,2019,5,Resepsi nya ramah kamar nya bagus sangaat nyaman klo ke jakarta pasti saya akan kesni lagi,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Mutiara Anggraeni,2020,4,penjagaan yang baik di pintu masuk hotel untuk lobiya pun nuansanya modern,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Hendri Bun,2019,5,hotel tengah kota nyaman untuk dikunjungi fasilitas lengkap menu makan oke,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kualitas Makanan & Restoran
endie m,2021,3,didepan dijaga pegawai untuk mobil n motor mau diperiksa kamar cukup bagus,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Pelayanan Staf & Keramahan
Freds Sapta,2025,5,Salah satu hotel yang begtu artistik mantab,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Fasilitas Hotel (Kolam/Gym/Spa)
Muhamad Irman,2025,4,pelayanan baik hotel nyaman pegawainya ramah2,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Pelayanan Staf & Keramahan
Batas Media,2019,5,hotel di tengah kota jakarta pusat nyaman aman akses mudah pelayanan bagus,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Linaa Lina (Linaa Lina),2021,4,Hotel dengan interior modem lumayan lah cuma kolam renang nya keciil bangeet,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Fasilitas Hotel (Kolam/Gym/Spa)
diah adam,2020,5,hotelnya bersih petugas hotel ramah tempat tidur dan bantalnya empuk,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
miftahul munir,2020,5,pelayanan menyenangkan hotel masih baru dengan fasilitas yang mantap dan wifi cepat,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Pelayanan Staf & Keramahan
Suwarno Nano,2025,5,pokok nya puas,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Harga & Value for Money
Prayudi Aribowo,2025,5,Hotel yang sangat estetik berada di tengah kota,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Black Angel,2023,4,AC nya kurang dingin padahal sudah dipoll masuk dan dibikin nyala terus,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,negative,Infrastruktur (AC/WiFi/Parkir/Air)
Ira Yusup-Terasuka MuaragembongKita,2019,5,bagus dan nyaman sekali fasilitas lengkap dan homy banget tidak membedakan dan merawat banget ty untuk semua layanan,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Harga & Value for Money
Midia Fujiani,2023,4,Grupnya mariot akan membuatmu kecewa akhir pekan pendek gerbang asyik deket sate kambing agung jaya,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Pelayanan Staf & Keramahan
Rangga Bayu,2024,5,Tempat strategis cuman kalau malam di situ macet banget,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Patrick Adam Agatha,2021,4,Baik staf nya ramahh sarapan nya harus lebih di memperbaiki rasa nya,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Pelayanan Staf & Keramahan
Eky Saleh,2022,5,bersih tenang dekat masjid mudah cari kuliner sarapan variatif,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Wawan Irwanto,2025,5,Lokasi strategis,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Dyan Istanto,2021,5,hotelnya bagus nyaman samping hotel enak buat nongkrong,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
arief budi Setiawan,2023,5,kamar yang nyaman di pusat kota dengan pemandangan perkotaan yang menarik,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
annisa handayani,2023,5,makanannya enak dan banyak pilihannya rekomendasi untuk pertemuan2,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kualitas Makanan & Restoran
Lufti Prasasti,2023,5,lokasi strategis kamar sangat nyaman pelayanan ramah,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
nino svetlan,2021,5,nyaman banget kalau perjalanan bisnis ke Jakarta selalu menginap di sini lokasi strategis,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Sarbini Sarbini,2025,4,Saat makan kanker lev es ama pete top markotop,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kualitas Makanan & Restoran
Freddy Hernawan,2023,5,tempatnya nyaman pelayannya ramah dan sopan suka sekali mengenal tempat ini,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
AMEN -,2020,4,Sebelum masuk ke hotel ini kalau anda yang bawa mobil bagasi diperiksa dan parkir gratis,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,neutral,Harga & Value for Money
Rina Marlina,2019,5,hotel kekinian bersih kesan modern mushola bersih dan luas makanan enak dianjurkan,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Rangga bayu,2024,5,lokasi strategis dekat dengan pusat kuliner di jalan sabang,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Mahdi Farhan,2021,5,lokasi hotel sangat strategis tempat nyaman dan mudah dicari,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Husni Baraqih,2020,4,bagus dan petugas hotelnya ramah sukses selalu,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Pelayanan Staf & Keramahan
wang blagak (wangblagak),2024,5,parkir gratis bunga selalu menyapa setiap pagi,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Infrastruktur (AC/WiFi/Parkir/Air)
Rania Mesayu,2021,5,kamar oke bersih ac dingin pelayanan oke termasuk sarapan dan oke banget,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Arman Storm,2022,1,Jlek ah istri pelit ngga dibuka kaya hotel yang lainnya,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,negative,Harga & Value for Money
My Boy,2019,5,sesuai dengan ekspektasi properti kamar bersih semua mantap,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Mulyani Rendhasari,2023,5,tempat tinggal di jakarta pusat dekat dengan pusat kuliner jalan sabang tinggal jalan kaki saja dekat dengan monas nyaman,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Fitri Nur,2022,5,Tempat baru bersih kamar baru lumayan luas tapi kolam baru agak kecil,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Harris Suhanda,2019,3,Sangat bagus tapi keluar masuk mobil agak susah dikarenakan tempat yang terbatas,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Dwi Sri Safitri,2021,5,kamar nya bagus makan enak pelayanan ramah banget,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
aries awa,2023,5,nyaman dan sangat rekomendasi letaknya strategis dan ditengah kota,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Mas Imam Wahyudi,2023,5,tempat strategis dan makanan nya enak dan lezat,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Mochamad Renaldi efenddy,2023,5,sepi lumayan nyaman buat ngilangin stres kerja yang tidak ada abis nya,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Jalila Mizie,2021,5,bagus rekomendasi suka sama interior kamar nya,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Rafie Nugraha,2022,4,sarapan baru buffet tapi biasa tidak banyak varian,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,negative,Kualitas Makanan & Restoran
Made Bayu,2024,5,enak banget makanannya tidak ada obat untuk semua,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kualitas Makanan & Restoran
alvin gilang ramadhan,2022,5,bagus bersih di sekitar lokasi jg banyak jual makanan,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kualitas Makanan & Restoran
"R. Teuku Hetyanto Wisudawan, AMdPar",2025,5,lokasi mudah dijangkau dipinggir jalan wahid hasyim makanan enak,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Oktarian Yasri,2022,5,sangat nyaman dan posisi yang cukup strategis ditambah pelayanan yang cukup ramah,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
SAIFUDDIN SUHRI,2022,5,bagus view nya nih ada bilar di lobi nya,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Petrus Hendrawan,2023,5,tempat nyaman fasilitas lengkap makanan enak layanan memuaskan,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kualitas Makanan & Restoran
Endang sulfiana,2020,4,Bertemu di hotel atas cemilan nya enak dan ada bakwan malang juga lho,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kualitas Makanan & Restoran
Ricky Herald,2021,5,hotelnya nyaman harga relatif rekomended banget,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Harga & Value for Money
Yudir Maulana,2023,5,menyaksikan keindahan kota jakarta dari atas gedung dan tampak jelas monas ikon dki,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Alex Karya,2021,4,kamar rapih dan bersih makanan enak petugas ramah2 banget,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Bayu Chriswanto,2020,5,hotelnya nyaman ada di pusat kota mudah kemana mana mana,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Anis Kurnia Dewi,2020,5,Pengalaman yang aneh banget tapi sempurna kok disediain setrikaan di kamar baik,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Priyo Sucipto,2019,5,lumayan keren cuma numpang rapat tapi kayaknya nyaman juga buat bermalam,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Bayu Kusumajati,2020,5,bersih makanan enak pelayanan sangat luar biasa,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kualitas Makanan & Restoran
Novico Bhimo,2024,4,hotel bagus bersih nyaman aman,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Olive Neenaa,2020,5,kamar nya bersih nyaman dan staf yang ramah,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Alief Rachman Kartiono,2020,3,Lokasinya strategis dekat pusat perbelanjaan dan kuliner ruangan nyaman,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
uzhma yasin,2020,5,hotel yang asik ditengah kota jakarta ada gulingnya kamarnyanya bagus,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Muhammad Irsyad Alfatih,2019,4,hotel baru dengan gaya modern di lokasi strategis di pusat ibukota,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Ferdinand Napitupulu,2020,5,Pelayanan dari layanan pelanggan sampai kamar boynya sangat memuaskan,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Pelayanan Staf & Keramahan
heru willy676,2023,5,Seperti Wifi baik saluran TV baik dan jernih bersih,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Agus Saputra,2022,5,sangat berkualitas sekali dari pintu masuk tata ruang pokoknya ajib,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Ridwan Syaparudhin,2021,5,pelayanan ramah bisa tuker kamar dan dilayani dengan cepat,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Pelayanan Staf & Keramahan
made anggarawati,2019,5,kamar nyaman makanan oke kunjungan bagus,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Miss Tixxx,2023,5,melihatya bagus zoom dikit monas langsung keliatan,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Harga & Value for Money
Mr. Agung,2024,4,layanan dari resepsionis diskriminasi antara pengunjung lokal dan luar,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,negative,Pelayanan Staf & Keramahan
Ags.p,2022,5,parkir luas tersedia parkir untuk cacat,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Infrastruktur (AC/WiFi/Parkir/Air)
Miki Chan,2023,5,tempatnya bagus dan nyaman makanannya juga enak,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Sasa Madya,2020,5,Hotel yang nyaman dan bersih breakfest ada makanan indo dan barat,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
papajo channel,2019,5,Saya tidak menginap di sana tapi pelayan untuk tamu sangat bagus,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Pelayanan Staf & Keramahan
Dandhy Tama,2020,4,bersih ramah namun agak terganggu dengan bunyi proyek d belakang hotel,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,negative,Kebersihan & Kenyamanan Kamar
Kadi Yono,2022,5,Homey staf ramah menu sarapan variatif lokasi mantab,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Pelayanan Staf & Keramahan
Aulia Arief Syarfin,2019,4,Hotel baru nyaman tapi ada tab mandi dan minus buat untuk perokok,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,negative,Kebersihan & Kenyamanan Kamar
Rifky DR07,2020,5,fasilitas bagus tempat istimewa lokasi strategis tidak jauh dari bundaran hi,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Andy Norvianto,2021,5,melihat gedung pencakar langit dan monas menambah nyaman untuk beristirahat,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
rudy h435,2019,5,Hotel yang bagus lokasi yang nyaman dekat Jakarta cbd jalan thamrin,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
CPasa,2020,4,tempat nyaman karyawan ramah untuk rasa masakannya masih kurang,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Pelayanan Staf & Keramahan
Irul Qrev,2024,3,Cma parkiran saja yang sempit klo di ruang bawah tanah,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,negative,Infrastruktur (AC/WiFi/Parkir/Air)
Luhur Wibowo,2020,4,Hotel yang menyenangkan yang bersih baru dan layanan memuaskan,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Weny Hutari,2019,5,harga terjangkau menengah atas hotel bagus,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Harga & Value for Money
firlie's channel,2023,5,Keamanannya bagus pelayanan oke makanan nya enak,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kualitas Makanan & Restoran
Khairun Nisa,2021,5,hotelnya nyaman bersih dan pelayanannya baik,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Arif Lukman,2021,5,nyaman bersih sangat aman brekfest nya enak,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Fiky Rahman,2025,4,cemilan nya asik ada bir pletok,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kualitas Makanan & Restoran
Yuli Shera,2020,5,nyaman unt belajar nyaman unt nginap ramah semua krewya,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Anggun Caroline,2022,5,ayam grg sambal penyet nya enak banget,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kualitas Makanan & Restoran
Transcript DOC,2019,5,bagus banget banyak ruang untuk dipakai tamu dan desainnya funky,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
